,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,0
0,0.229,https://api.spotify.com/v1/audio-analysis/3e9HZxeyfWwjeyPAMmWSSQ,0.717,207320.0,0.653,3e9HZxeyfWwjeyPAMmWSSQ,0.0,1.0,0.101,-5.634,1.0,0.0658,106.966,4.0,https://api.spotify.com/v1/tracks/3e9HZxeyfWwjeyPAMmWSSQ,audio_features,spotify:track:3e9HZxeyfWwjeyPAMmWSSQ,0.412,
1,0.297,https://api.spotify.com/v1/audio-analysis/5p7ujcrUXASCNwRaWNHR1C,0.752,201661.0,0.488,5p7ujcrUXASCNwRaWNHR1C,9.11e-06,6.0,0.0936,-7.05,1.0,0.0705,136.041,4.0,https://api.spotify.com/v1/tracks/5p7ujcrUXASCNwRaWNHR1C,audio_features,spotify:track:5p7ujcrUXASCNwRaWNHR1C,0.533,
2,0.164,https://api.spotify.com/v1/audio-analysis/0bYg9bo50gSsH3LtXe2SQn,0.335,241107.0,0.625,0bYg9bo50gSsH3LtXe2SQn,0.0,7.0,0.0708,-7.462,1.0,0.0386,150.277,4.0,https://api.spotify.com/v1/tracks/0bYg9bo50gSsH3LtXe2SQn,audio_features,spotify:track:0bYg9bo50gSsH3LtXe2SQn,0.346,
3,0.00513,https://api.spotify.com/v1/audio-analysis/2xLMifQCjDGFmkHkpNLD9h,0.834,312820.0,0.73,2xLMifQCjDGFmkHkpNLD9h,0.0,8.0,0.124,-3.714,1.0,0.222,155.008,4.0,https://api.spotify.com/v1/tracks/2xLMifQCjDGFmkHkpNLD9h,audio_features,spotify:track:2xLMifQCjDGFmkHkpNLD9h,0.446,
4,0.556,https://api.spotify.com/v1/audio-analysis/3KkXRkHbMCARz0aVfEt68P,0.76,158040.0,0.479,3KkXRkHbMCARz0aVfEt68P,0.0,2.0,0.0703,-5.574,1.0,0.0466,89.911,4.0,https://api.spotify.com/v1/tracks/3KkXRkHbMCARz0aVfEt68P,audio_features,spotify:track:3KkXRkHbMCARz0aVfEt68P,0.913,
5,0.193,https://api.spotify.com/v1/audio-analysis/1rqqCSm0Qe4I9rUvWncaom,0.579,190947.0,0.904,1rqqCSm0Qe4I9rUvWncaom,0.0,5.0,0.064,-2.729,1.0,0.0618,82.014,4.0,https://api.spotify.com/v1/tracks/1rqqCSm0Qe4I9rUvWncaom,audio_features,spotify:track:1rqqCSm0Qe4I9rUvWncaom,0.681,
6,0.191,https://api.spotify.com/v1/audio-analysis/2dpaYNEQHiRxtZbfNsse99,0.687,214290.0,0.792,2dpaYNEQHiRxtZbfNsse99,0.0,5.0,0.167,-2.749,1.0,0.0452,100.015,4.0,https://api.spotify.com/v1/tracks/2dpaYNEQHiRxtZbfNsse99,audio_features,spotify:track:2dpaYNEQHiRxtZbfNsse99,0.671,
7,0.643,https://api.spotify.com/v1/audio-analysis/3hBXvHLlTHvnbwrPbeoyAj,0.754,130973.0,0.424,3hBXvHLlTHvnbwrPbeoyAj,0.0,2.0,0.0652,-8.463,1.0,0.0363,119.705,4.0,https://api.spotify.com/v1/tracks/3hBXvHLlTHvnbwrPbeoyAj,audio_features,spotify:track:3hBXvHLlTHvnbwrPbeoyAj,0.806,
8,0.614,https://api.spotify.com/v1/audio-analysis/2EjXfH91m7f8HiJN1yQg97,0.589,126267.0,0.472,2EjXfH91m7f8HiJN1yQg97,0.0,8.0,0.505,-8.749,1.0,0.0502,67.196,4.0,https://api.spotify.com/v1/tracks/2EjXfH91m7f8HiJN1yQg97,audio_features,spotify:track:2EjXfH91m7f8HiJN1yQg97,0.898,
9,0.591,https://api.spotify.com/v1/audio-analysis/6XzpeMXDvLC86GvAfnUsIA,0.675,133093.0,0.369,6XzpeMXDvLC86GvAfnUsIA,0.0,0.0,0.0971,-13.004,1.0,0.0299,140.573,4.0,https://api.spotify.com/v1/tracks/6XzpeMXDvLC86GvAfnUsIA,audio_features,spotify:track:6XzpeMXDvLC86GvAfnUsIA,0.869,
10,0.92,https://api.spotify.com/v1/audio-analysis/4PS1e8f2LvuTFgUs1Cn3ON,0.319,192160.0,0.21,4PS1e8f2LvuTFgUs1Cn3ON,8.06e-05,1.0,0.138,-15.231,1.0,0.0341,78.696,4.0,https://api.spotify.com/v1/tracks/4PS1e8f2LvuTFgUs1Cn3ON,audio_features,spotify:track:4PS1e8f2LvuTFgUs1Cn3ON,0.209,
11,0.0852,https://api.spotify.com/v1/audio-analysis/78QR3Wp35dqAhFEc2qAGjE,0.897,145543.0,0.662,78QR3Wp35dqAhFEc2qAGjE,0.0,1.0,0.534,-6.903,0.0,0.292,112.511,4.0,https://api.spotify.com/v1/tracks/78QR3Wp35dqAhFEc2qAGjE,audio_features,spotify:track:78QR3Wp35dqAhFEc2qAGjE,0.389,
12,0.766,https://api.spotify.com/v1/audio-analysis/5hslUAKq9I9CG2bAulFkHN,0.24,151933.0,0.598,5hslUAKq9I9CG2bAulFkHN,0.0,7.0,0.117,-8.435,1.0,0.037,202.082,3.0,https://api.spotify.com/v1/tracks/5hslUAKq9I9CG2bAulFkHN,audio_features,spotify:track:5hslUAKq9I9CG2bAulFkHN,0.776,
13,0.568,https://api.spotify.com/v1/audio-analysis/6FRLCMO5TUHTexlWo8ym1W,0.851,235545.0,0.541,6FRLCMO5TUHTexlWo8ym1W,0.0,0.0,0.13,-6.825,1.0,0.0505,124.959,4.0,https://api.spotify.com/v1/tracks/6FRLCMO5TUHTexlWo8ym1W,audio_features,spotify:track:6FRLCMO5TUHTexlWo8ym1W,0.448,
14,0.0521,https://api.spotify.com/v1/audio-analysis/0FZ4Dmg8jJJAPJnvBIzD9z,0.861,228760.0,0.603,0FZ4Dmg8jJJAPJnvBIzD9z,0.0,8.0,0.0924,-5.788,0.0,0.176,98.043,4.0,https://api.spotify.com/v1/tracks/0FZ4Dmg8jJJAPJnvBIzD9z,audio_features,spotify:track:0FZ4Dmg8jJJAPJnvBIzD9z,0.504,
15,0.919,https://api.spotify.com/v1/audio-analysis/2L9QLAhrvtP4EYg1lY0Tnw,0.478,135760.0,0.201,2L9QLAhrvtP4EYg1lY0Tnw,0.0,7.0,0.0854,-16.768,1.0,0.0332,136.471,4.0,https://api.spotify.com/v1/tracks/2L9QLAhrvtP4EYg1lY0Tnw,audio_features,spotify:track:2L9QLAhrvtP4EYg1lY0Tnw,0.857,
16,0.194,https://api.spotify.com/v1/audio-analysis/1xzBco0xcoJEDXktl7Jxrr,0.729,183907.0,0.625,1xzBco0xcoJEDXktl7Jxrr,0.00986,4.0,0.248,-5.266,1.0,0.0315,146.034,4.0,https://api.spotify.com/v1/tracks/1xzBco0xcoJEDXktl7Jxrr,audio_features,spotify:track:1xzBco0xcoJEDXktl7Jxrr,0.261,
17,0.00381,https://api.spotify.com/v1/audio-analysis/0QIjsbm2fh1cJ45XO9eGqq,0.8,204665.0,0.578,0QIjsbm2fh1cJ45XO9eGqq,0.0,4.0,0.359,-5.144,0.0,0.0485,143.01,4.0,https://api.spotify.com/v1/tracks/0QIjsbm2fh1cJ45XO9eGqq,audio_features,spotify:track:0QIjsbm2fh1cJ45XO9eGqq,0.367,
18,0.101,https://api.spotify.com/v1/audio-analysis/5ry2OE6R2zPQFDO85XkgRb,0.831,205427.0,0.502,5ry2OE6R2zPQFDO85XkgRb,0.0,10.0,0.122,-4.045,0.0,0.046,100.541,4.0,https://api.spotify.com/v1/tracks/5ry2OE6R2zPQFDO85XkgRb,audio_features,spotify:track:5ry2OE6R2zPQFDO85XkgRb,0.101,
19,0.903,https://api.spotify.com/v1/audio-analysis/4kKdvXD0ez7jp1296JmAts,0.653,155453.0,0.259,4kKdvXD0ez7jp1296JmAts,0.0,2.0,0.362,-13.336,1.0,0.0595,142.157,4.0,https://api.spotify.com/v1/tracks/4kKdvXD0ez7jp1296JmAts,audio_features,spotify:track:4kKdvXD0ez7jp1296JmAts,0.835,
20,0.555,https://api.spotify.com/v1/audio-analysis/0d2iYfpKoM0QCKvcLCkBao,0.56,173800.0,0.68,0d2iYfpKoM0QCKvcLCkBao,0.0,6.0,0.116,-7.648,0.0,0.321,89.391,4.0,https://api.spotify.com/v1/tracks/0d2iYfpKoM0QCKvcLCkBao,audio_features,spotify:track:0d2iYfpKoM0QCKvcLCkBao,0.319,
21,0.0211,https://api.spotify.com/v1/audio-analysis/4OafepJy2teCjYJbvFE60J,0.568,198160.0,0.656,4OafepJy2teCjYJbvFE60J,1.37e-05,8.0,0.213,-5.413,1.0,0.0433,100.049,4.0,https://api.spotify.com/v1/tracks/4OafepJy2teCjYJbvFE60J,audio_features,spotify:track:4OafepJy2teCjYJbvFE60J,0.364,
22,0.354,https://api.spotify.com/v1/audio-analysis/7dt6x5M1jzdTEt8oCbisTK,0.68,231267.0,0.563,7dt6x5M1jzdTEt8oCbisTK,0.0,10.0,0.136,-5.843,1.0,0.0454,145.028,4.0,https://api.spotify.com/v1/tracks/7dt6x5M1jzdTEt8oCbisTK,audio_features,spotify:track:7dt6x5M1jzdTEt8oCbisTK,0.374,
23,0.0169,https://api.spotify.com/v1/audio-analysis/2iUXsYOEPhVqEBwsqP70rE,0.596,203418.0,0.854,2iUXsYOEPhVqEBwsqP70rE,0.0,7.0,0.124,-5.114,0.0,0.463,120.274,4.0,https://api.spotify.com/v1/tracks/2iUXsYOEPhVqEBwsqP70rE,audio_features,spotify:track:2iUXsYOEPhVqEBwsqP70rE,0.152,
24,0.262,https://api.spotify.com/v1/audio-analysis/6wn2nmFn3wDuiMldRiuRuL,0.757,267160.0,0.618,6wn2nmFn3wDuiMldRiuRuL,0.0,11.0,0.221,-7.964,0.0,0.0282,106.856,4.0,https://api.spotify.com/v1/tracks/6wn2nmFn3wDuiMldRiuRuL,audio_features,spotify:track:6wn2nmFn3wDuiMldRiuRuL,0.861,
25,0.403,https://api.spotify.com/v1/audio-analysis/5ASM6Qjiav2xPe7gRkQMsQ,0.528,181267.0,0.772,5ASM6Qjiav2xPe7gRkQMsQ,2.52e-06,2.0,0.316,-7.013,1.0,0.0288,91.735,4.0,https://api.spotify.com/v1/tracks/5ASM6Qjiav2xPe7gRkQMsQ,audio_features,spotify:track:5ASM6Qjiav2xPe7gRkQMsQ,0.852,
26,0.349,https://api.spotify.com/v1/audio-analysis/285pBltuF7vW8TeWk8hdRR,0.511,239836.0,0.566,285pBltuF7vW8TeWk8hdRR,0.0,6.0,0.34,-7.23,0.0,0.2,83.903,4.0,https://api.spotify.com/v1/tracks/285pBltuF7vW8TeWk8hdRR,audio_features,spotify:track:285pBltuF7vW8TeWk8hdRR,0.218,
27,0.93,https://api.spotify.com/v1/audio-analysis/1J8CCZOWzHs55ZtOtvj4X7,0.598,114067.0,0.4,1J8CCZOWzHs55ZtOtvj4X7,0.00797,2.0,0.14,-9.812,1.0,0.0451,78.82,4.0,https://api.spotify.com/v1/tracks/1J8CCZOWzHs55ZtOtvj4X7,audio_features,spotify:track:1J8CCZOWzHs55ZtOtvj4X7,0.715,
28,0.552,https://api.spotify.com/v1/audio-analysis/0oPdaY4dXtc3ZsaG17V972,0.512,182067.0,0.831,0oPdaY4dXtc3ZsaG17V972,0.0,2.0,0.336,-9.004,1.0,0.0383,148.82,4.0,https://api.spotify.com/v1/tracks/0oPdaY4dXtc3ZsaG17V972,audio_features,spotify:track:0oPdaY4dXtc3ZsaG17V972,0.963,
29,0.157,https://api.spotify.com/v1/audio-analysis/0KoiMHhqKLoL4xM54rcWYY,0.842,212500.0,0.801,0KoiMHhqKLoL4xM54rcWYY,4.82e-06,8.0,0.0642,-4.167,0.0,0.228,95.881,4.0,https://api.spotify.com/v1/tracks/0KoiMHhqKLoL4xM54rcWYY,audio_features,spotify:track:0KoiMHhqKLoL4xM54rcWYY,0.617,
30,0.0141,https://api.spotify.com/v1/audio-analysis/116H0KvKr2Zl4RPuVBruDO,0.817,210368.0,0.539,116H0KvKr2Zl4RPuVBruDO,0.000496,6.0,0.099,-6.349,0.0,0.0621,97.062,4.0,https://api.spotify.com/v1/tracks/116H0KvKr2Zl4RPuVBruDO,audio_features,spotify:track:116H0KvKr2Zl4RPuVBruDO,0.158,
31,0.463,https://api.spotify.com/v1/audio-analysis/2YJNyZiQKSQhbD7iY7m0pJ,0.523,145587.0,0.652,2YJNyZiQKSQhbD7iY7m0pJ,0.0,6.0,0.0473,-5.798,1.0,0.0618,134.033,4.0,https://api.spotify.com/v1/tracks/2YJNyZiQKSQhbD7iY7m0pJ,audio_features,spotify:track:2YJNyZiQKSQhbD7iY7m0pJ,0.533,
32,0.107,https://api.spotify.com/v1/audio-analysis/14mHfNsSHN0FbLftyjrV9g,0.792,195637.0,0.743,14mHfNsSHN0FbLftyjrV9g,0.0,7.0,0.183,-2.806,1.0,0.0851,150.024,4.0,https://api.spotify.com/v1/tracks/14mHfNsSHN0FbLftyjrV9g,audio_features,spotify:track:14mHfNsSHN0FbLftyjrV9g,0.742,
33,0.55,https://api.spotify.com/v1/audio-analysis/3aHDEjyb4ZMpdj0G2xDGUM,0.528,204157.0,0.524,3aHDEjyb4ZMpdj0G2xDGUM,0.0,0.0,0.0721,-5.804,1.0,0.0513,128.756,4.0,https://api.spotify.com/v1/tracks/3aHDEjyb4ZMpdj0G2xDGUM,audio_features,spotify:track:3aHDEjyb4ZMpdj0G2xDGUM,0.613,
34,0.907,https://api.spotify.com/v1/audio-analysis/5a1iz510sv2W9Dt1MvFd5R,0.35,206347.0,0.232,5a1iz510sv2W9Dt1MvFd5R,9.21e-06,4.0,0.292,-11.042,1.0,0.0331,93.269,3.0,https://api.spotify.com/v1/tracks/5a1iz510sv2W9Dt1MvFd5R,audio_features,spotify:track:5a1iz510sv2W9Dt1MvFd5R,0.381,
35,0.259,https://api.spotify.com/v1/audio-analysis/2IRZnDFmlqMuOrYOLnZZyc,0.889,180522.0,0.496,2IRZnDFmlqMuOrYOLnZZyc,0.0,4.0,0.252,-6.365,0.0,0.0905,86.003,4.0,https://api.spotify.com/v1/tracks/2IRZnDFmlqMuOrYOLnZZyc,audio_features,spotify:track:2IRZnDFmlqMuOrYOLnZZyc,0.544,
36,0.0395,https://api.spotify.com/v1/audio-analysis/2t8yVaLvJ0RenpXUIAC52d,0.837,288624.0,0.636,2t8yVaLvJ0RenpXUIAC52d,0.00125,1.0,0.342,-7.643,1.0,0.086,145.972,4.0,https://api.spotify.com/v1/tracks/2t8yVaLvJ0RenpXUIAC52d,audio_features,spotify:track:2t8yVaLvJ0RenpXUIAC52d,0.274,
37,0.225,https://api.spotify.com/v1/audio-analysis/6CTWathupIiDs7U4InHnDA,0.477,213993.0,0.61,6CTWathupIiDs7U4InHnDA,0.0,11.0,0.107,-5.628,0.0,0.144,79.882,4.0,https://api.spotify.com/v1/tracks/6CTWathupIiDs7U4InHnDA,audio_features,spotify:track:6CTWathupIiDs7U4InHnDA,0.358,
38,0.099,https://api.spotify.com/v1/audio-analysis/58q2HKrzhC3ozto2nDdN4z,0.816,253390.0,0.726,58q2HKrzhC3ozto2nDdN4z,0.0,5.0,0.372,-3.998,0.0,0.129,136.048,4.0,https://api.spotify.com/v1/tracks/58q2HKrzhC3ozto2nDdN4z,audio_features,spotify:track:58q2HKrzhC3ozto2nDdN4z,0.65,
39,0.902,https://api.spotify.com/v1/audio-analysis/3QiAAp20rPC3dcAtKtMaqQ,0.465,129173.0,0.27,3QiAAp20rPC3dcAtKtMaqQ,0.00104,4.0,0.145,-16.661,1.0,0.0425,94.519,4.0,https://api.spotify.com/v1/tracks/3QiAAp20rPC3dcAtKtMaqQ,audio_features,spotify:track:3QiAAp20rPC3dcAtKtMaqQ,0.58,
40,0.356,https://api.spotify.com/v1/audio-analysis/3GJ4hzg4lrGwU51Y3VARbF,0.616,213387.0,0.438,3GJ4hzg4lrGwU51Y3VARbF,0.0,1.0,0.24,-5.968,1.0,0.0298,135.929,4.0,https://api.spotify.com/v1/tracks/3GJ4hzg4lrGwU51Y3VARbF,audio_features,spotify:track:3GJ4hzg4lrGwU51Y3VARbF,0.386,
41,0.319,https://api.spotify.com/v1/audio-analysis/3zJw3rugfpVrmBeDDnUYzy,0.328,213880.0,0.607,3zJw3rugfpVrmBeDDnUYzy,0.0,2.0,0.765,-11.076,1.0,0.0315,146.539,3.0,https://api.spotify.com/v1/tracks/3zJw3rugfpVrmBeDDnUYzy,audio_features,spotify:track:3zJw3rugfpVrmBeDDnUYzy,0.395,
42,0.022,https://api.spotify.com/v1/audio-analysis/3PIDciSFdrQxSQSihim3hN,0.566,153240.0,0.782,3PIDciSFdrQxSQSihim3hN,0.0,3.0,0.109,-7.444,1.0,0.0311,127.16,4.0,https://api.spotify.com/v1/tracks/3PIDciSFdrQxSQSihim3hN,audio_features,spotify:track:3PIDciSFdrQxSQSihim3hN,0.697,
43,0.0013,https://api.spotify.com/v1/audio-analysis/3nAp4IvdMPPWEH9uuXFFV5,0.509,229640.0,0.812,3nAp4IvdMPPWEH9uuXFFV5,1.99e-05,8.0,0.214,-5.438,1.0,0.0537,159.876,4.0,https://api.spotify.com/v1/tracks/3nAp4IvdMPPWEH9uuXFFV5,audio_features,spotify:track:3nAp4IvdMPPWEH9uuXFFV5,0.689,
44,0.0134,https://api.spotify.com/v1/audio-analysis/5zs3d2pkrVXgzHvcCC1m2M,0.572,147987.0,0.895,5zs3d2pkrVXgzHvcCC1m2M,0.0,5.0,0.216,-2.654,1.0,0.0644,145.008,4.0,https://api.spotify.com/v1/tracks/5zs3d2pkrVXgzHvcCC1m2M,audio_features,spotify:track:5zs3d2pkrVXgzHvcCC1m2M,0.922,
45,0.217,https://api.spotify.com/v1/audio-analysis/2FY7b99s15jUprqC0M5NCT,0.704,189467.0,0.611,2FY7b99s15jUprqC0M5NCT,0.0,2.0,0.0812,-6.112,1.0,0.0409,100.0,4.0,https://api.spotify.com/v1/tracks/2FY7b99s15jUprqC0M5NCT,audio_features,spotify:track:2FY7b99s15jUprqC0M5NCT,0.22,
46,0.136,https://api.spotify.com/v1/audio-analysis/7xQAfvXzm3AkraOtGPWIZg,0.829,149547.0,0.539,7xQAfvXzm3AkraOtGPWIZg,1.78e-06,11.0,0.103,-7.359,0.0,0.208,99.96,4.0,https://api.spotify.com/v1/tracks/7xQAfvXzm3AkraOtGPWIZg,audio_features,spotify:track:7xQAfvXzm3AkraOtGPWIZg,0.388,
47,0.0956,https://api.spotify.com/v1/audio-analysis/45Egmo7icyopuzJN0oMEdk,0.708,201707.0,0.648,45Egmo7icyopuzJN0oMEdk,0.0,6.0,0.134,-5.626,1.0,0.0449,143.955,4.0,https://api.spotify.com/v1/tracks/45Egmo7icyopuzJN0oMEdk,audio_features,spotify:track:45Egmo7icyopuzJN0oMEdk,0.338,
48,0.778,https://api.spotify.com/v1/audio-analysis/4KV9bM7a1KDc7b7OakFZic,0.707,122160.0,0.391,4KV9bM7a1KDc7b7OakFZic,0.0,8.0,0.0611,-11.437,1.0,0.0353,87.243,4.0,https://api.spotify.com/v1/tracks/4KV9bM7a1KDc7b7OakFZic,audio_features,spotify:track:4KV9bM7a1KDc7b7OakFZic,0.868,
49,0.124,https://api.spotify.com/v1/audio-analysis/4evmHXcjt3bTUHD1cvny97,0.64,197867.0,0.648,4evmHXcjt3bTUHD1cvny97,0.0,5.0,0.0802,-8.113,0.0,0.187,92.977,4.0,https://api.spotify.com/v1/tracks/4evmHXcjt3bTUHD1cvny97,audio_features,spotify:track:4evmHXcjt3bTUHD1cvny97,0.548,
50,0.354,https://api.spotify.com/v1/audio-analysis/7dt6x5M1jzdTEt8oCbisTK,0.68,231267.0,0.563,7dt6x5M1jzdTEt8oCbisTK,0.0,10.0,0.136,-5.843,1.0,0.0454,145.028,4.0,https://api.spotify.com/v1/tracks/7dt6x5M1jzdTEt8oCbisTK,audio_features,spotify:track:7dt6x5M1jzdTEt8oCbisTK,0.374,
51,0.371,https://api.spotify.com/v1/audio-analysis/2VxeLyX666F8uXCJ0dZF8B,0.572,215733.0,0.385,2VxeLyX666F8uXCJ0dZF8B,0.0,7.0,0.231,-6.362,1.0,0.0308,95.799,4.0,https://api.spotify.com/v1/tracks/2VxeLyX666F8uXCJ0dZF8B,audio_features,spotify:track:2VxeLyX666F8uXCJ0dZF8B,0.323,
52,0.128,https://api.spotify.com/v1/audio-analysis/02FaKXXL7KUtRc7K0k54tL,0.774,182521.0,0.608,02FaKXXL7KUtRc7K0k54tL,0.0,7.0,0.0895,-6.264,1.0,0.128,137.494,4.0,https://api.spotify.com/v1/tracks/02FaKXXL7KUtRc7K0k54tL,audio_features,spotify:track:02FaKXXL7KUtRc7K0k54tL,0.56,
53,0.0292,https://api.spotify.com/v1/audio-analysis/698eQRku24PIYPQPHItKlA,0.533,183160.0,0.907,698eQRku24PIYPQPHItKlA,0.0,11.0,0.386,-3.793,1.0,0.0406,150.99,4.0,https://api.spotify.com/v1/tracks/698eQRku24PIYPQPHItKlA,audio_features,spotify:track:698eQRku24PIYPQPHItKlA,0.7,
54,0.92,https://api.spotify.com/v1/audio-analysis/4PS1e8f2LvuTFgUs1Cn3ON,0.319,192160.0,0.21,4PS1e8f2LvuTFgUs1Cn3ON,8.06e-05,1.0,0.138,-15.231,1.0,0.0341,78.696,4.0,https://api.spotify.com/v1/tracks/4PS1e8f2LvuTFgUs1Cn3ON,audio_features,spotify:track:4PS1e8f2LvuTFgUs1Cn3ON,0.209,
55,0.0595,https://api.spotify.com/v1/audio-analysis/3wScL5W8H40zzCKN0atfBk,0.743,194184.0,0.87,3wScL5W8H40zzCKN0atfBk,0.0,1.0,0.299,-2.188,1.0,0.212,99.075,4.0,https://api.spotify.com/v1/tracks/3wScL5W8H40zzCKN0atfBk,audio_features,spotify:track:3wScL5W8H40zzCKN0atfBk,0.884,
56,0.0153,https://api.spotify.com/v1/audio-analysis/1wJRveJZLSb1rjhnUHQiv6,0.581,189487.0,0.662,1wJRveJZLSb1rjhnUHQiv6,0.0,9.0,0.111,-5.239,1.0,0.303,93.023,4.0,https://api.spotify.com/v1/tracks/1wJRveJZLSb1rjhnUHQiv6,audio_features,spotify:track:1wJRveJZLSb1rjhnUHQiv6,0.434,
57,0.111,https://api.spotify.com/v1/audio-analysis/0hPLZrnDgtKxrym1BHjDhd,0.872,205352.0,0.591,0hPLZrnDgtKxrym1BHjDhd,0.0,6.0,0.144,-6.952,0.0,0.359,131.982,4.0,https://api.spotify.com/v1/tracks/0hPLZrnDgtKxrym1BHjDhd,audio_features,spotify:track:0hPLZrnDgtKxrym1BHjDhd,0.696,
58,0.695,https://api.spotify.com/v1/audio-analysis/5uCax9HTNlzGybIStD3vDh,0.358,211467.0,0.557,5uCax9HTNlzGybIStD3vDh,0.0,10.0,0.0902,-7.398,1.0,0.059,85.043,4.0,https://api.spotify.com/v1/tracks/5uCax9HTNlzGybIStD3vDh,audio_features,spotify:track:5uCax9HTNlzGybIStD3vDh,0.494,
59,0.0969,https://api.spotify.com/v1/audio-analysis/5JEx7HbmvHQQswJCsoo9rA,0.574,182623.0,0.758,5JEx7HbmvHQQswJCsoo9rA,0.0,1.0,0.395,-5.029,0.0,0.0621,144.111,4.0,https://api.spotify.com/v1/tracks/5JEx7HbmvHQQswJCsoo9rA,audio_features,spotify:track:5JEx7HbmvHQQswJCsoo9rA,0.492,
60,0.75,https://api.spotify.com/v1/audio-analysis/3VamXAvVMczcS2PTYtPfBQ,0.629,195053.0,0.464,3VamXAvVMczcS2PTYtPfBQ,0.0,4.0,0.0853,-8.72,1.0,0.0334,156.051,4.0,https://api.spotify.com/v1/tracks/3VamXAvVMczcS2PTYtPfBQ,audio_features,spotify:track:3VamXAvVMczcS2PTYtPfBQ,0.523,
61,0.186,https://api.spotify.com/v1/audio-analysis/5wujBwqG7INdStqGd4tRMX,0.736,169999.0,0.67,5wujBwqG7INdStqGd4tRMX,0.0,10.0,0.114,-6.702,1.0,0.311,130.032,4.0,https://api.spotify.com/v1/tracks/5wujBwqG7INdStqGd4tRMX,audio_features,spotify:track:5wujBwqG7INdStqGd4tRMX,0.845,
62,0.697,https://api.spotify.com/v1/audio-analysis/3EPXxR3ImUwfayaurPi3cm,0.553,196373.0,0.586,3EPXxR3ImUwfayaurPi3cm,0.0,11.0,0.0813,-6.319,1.0,0.0362,126.684,4.0,https://api.spotify.com/v1/tracks/3EPXxR3ImUwfayaurPi3cm,audio_features,spotify:track:3EPXxR3ImUwfayaurPi3cm,0.443,
63,0.199,https://api.spotify.com/v1/audio-analysis/1G4cdOtF36ZCs6i2dZoC87,0.499,211768.0,0.797,1G4cdOtF36ZCs6i2dZoC87,0.0,2.0,0.0933,-3.77,1.0,0.0554,176.024,4.0,https://api.spotify.com/v1/tracks/1G4cdOtF36ZCs6i2dZoC87,audio_features,spotify:track:1G4cdOtF36ZCs6i2dZoC87,0.408,
64,0.0235,https://api.spotify.com/v1/audio-analysis/0jAfdqv18goRTUxm3ilRjb,0.736,192779.0,0.622,0jAfdqv18goRTUxm3ilRjb,0.0,6.0,0.151,-4.653,0.0,0.133,191.971,4.0,https://api.spotify.com/v1/tracks/0jAfdqv18goRTUxm3ilRjb,audio_features,spotify:track:0jAfdqv18goRTUxm3ilRjb,0.506,
65,0.407,https://api.spotify.com/v1/audio-analysis/3Ol2xnObFdKV9pmRD2t9x8,0.791,179449.0,0.587,3Ol2xnObFdKV9pmRD2t9x8,0.0,3.0,0.148,-5.075,0.0,0.0413,96.057,4.0,https://api.spotify.com/v1/tracks/3Ol2xnObFdKV9pmRD2t9x8,audio_features,spotify:track:3Ol2xnObFdKV9pmRD2t9x8,0.536,
66,0.0488,https://api.spotify.com/v1/audio-analysis/5Xq7KPZSONkhHx6DFTAbTz,0.62,172787.0,0.64,5Xq7KPZSONkhHx6DFTAbTz,0.0,4.0,0.0647,-5.285,1.0,0.0334,90.032,4.0,https://api.spotify.com/v1/tracks/5Xq7KPZSONkhHx6DFTAbTz,audio_features,spotify:track:5Xq7KPZSONkhHx6DFTAbTz,0.445,
67,0.328,https://api.spotify.com/v1/audio-analysis/2Fxmhks0bxGSBdJ92vM42m,0.701,194088.0,0.425,2Fxmhks0bxGSBdJ92vM42m,0.13,7.0,0.1,-10.965,1.0,0.375,135.128,4.0,https://api.spotify.com/v1/tracks/2Fxmhks0bxGSBdJ92vM42m,audio_features,spotify:track:2Fxmhks0bxGSBdJ92vM42m,0.562,
68,0.0886,https://api.spotify.com/v1/audio-analysis/0PpfPNtQOOvbMNVJijTQj0,0.796,190466.0,0.68,0PpfPNtQOOvbMNVJijTQj0,0.0,10.0,0.268,-4.853,0.0,0.353,164.932,4.0,https://api.spotify.com/v1/tracks/0PpfPNtQOOvbMNVJijTQj0,audio_features,spotify:track:0PpfPNtQOOvbMNVJijTQj0,0.565,
69,0.0493,https://api.spotify.com/v1/audio-analysis/5ZSIExfQuVv69tw5Qw3yDl,0.904,177748.0,0.575,5ZSIExfQuVv69tw5Qw3yDl,0.0,1.0,0.256,-7.823,1.0,0.346,141.039,4.0,https://api.spotify.com/v1/tracks/5ZSIExfQuVv69tw5Qw3yDl,audio_features,spotify:track:5ZSIExfQuVv69tw5Qw3yDl,0.359,
70,0.0622,https://api.spotify.com/v1/audio-analysis/0pqnGHJpmpxLKifKRmU6WP,0.776,204347.0,0.78,0pqnGHJpmpxLKifKRmU6WP,0.0,10.0,0.081,-4.374,0.0,0.128,124.949,4.0,https://api.spotify.com/v1/tracks/0pqnGHJpmpxLKifKRmU6WP,audio_features,spotify:track:0pqnGHJpmpxLKifKRmU6WP,0.666,
