,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0,0.755,0.837,2,-2.718,0,0.142,0.0991,0.0,0.289,0.714,120.028,audio_features,0HPD5WQqrq7wPWR7P7Dw1i,spotify:track:0HPD5WQqrq7wPWR7P7Dw1i,https://api.spotify.com/v1/tracks/0HPD5WQqrq7wPWR7P7Dw1i,https://api.spotify.com/v1/audio-analysis/0HPD5WQqrq7wPWR7P7Dw1i,199693,4
1,0.479,0.368,6,-7.784,1,0.0341,0.739,4.1e-05,0.118,0.142,92.959,audio_features,5sra5UY6sD658OabHL3QtI,spotify:track:5sra5UY6sD658OabHL3QtI,https://api.spotify.com/v1/tracks/5sra5UY6sD658OabHL3QtI,https://api.spotify.com/v1/audio-analysis/5sra5UY6sD658OabHL3QtI,216480,4
2,0.696,0.921,0,-3.755,1,0.0363,0.00314,5.24e-05,0.0842,0.714,119.001,audio_features,0SiywuOBRcynK0uKGWdCnn,spotify:track:0SiywuOBRcynK0uKGWdCnn,https://api.spotify.com/v1/tracks/0SiywuOBRcynK0uKGWdCnn,https://api.spotify.com/v1/audio-analysis/0SiywuOBRcynK0uKGWdCnn,294573,4
3,0.779,0.64,7,-8.415,1,0.159,0.000155,0.00077,0.101,0.498,99.019,audio_features,4TsmezEQVSZNNPv5RJ65Ov,spotify:track:4TsmezEQVSZNNPv5RJ65Ov,https://api.spotify.com/v1/tracks/4TsmezEQVSZNNPv5RJ65Ov,https://api.spotify.com/v1/audio-analysis/4TsmezEQVSZNNPv5RJ65Ov,246960,4
4,0.591,0.649,3,-6.72,1,0.0417,0.0294,0.0,0.133,0.489,90.002,audio_features,3DamFFqW32WihKkTVlwTYQ,spotify:track:3DamFFqW32WihKkTVlwTYQ,https://api.spotify.com/v1/tracks/3DamFFqW32WihKkTVlwTYQ,https://api.spotify.com/v1/audio-analysis/3DamFFqW32WihKkTVlwTYQ,228347,4
5,0.809,0.562,11,-7.694,0,0.0534,0.0816,0.000418,0.105,0.798,130.003,audio_features,1HS7GTjTPbYX26wKOBbD1b,spotify:track:1HS7GTjTPbYX26wKOBbD1b,https://api.spotify.com/v1/tracks/1HS7GTjTPbYX26wKOBbD1b,https://api.spotify.com/v1/audio-analysis/1HS7GTjTPbYX26wKOBbD1b,194347,4
6,0.615,0.711,11,-5.507,1,0.0779,0.0444,0.0,0.145,0.711,144.036,audio_features,7xkQdy0cy5ymoWT7nedvLz,spotify:track:7xkQdy0cy5ymoWT7nedvLz,https://api.spotify.com/v1/tracks/7xkQdy0cy5ymoWT7nedvLz,https://api.spotify.com/v1/audio-analysis/7xkQdy0cy5ymoWT7nedvLz,221253,4
7,0.652,0.557,1,-5.714,0,0.0318,0.74,0.0,0.124,0.483,150.073,audio_features,2qxmye6gAegTMjLKEBoR3d,spotify:track:2qxmye6gAegTMjLKEBoR3d,https://api.spotify.com/v1/tracks/2qxmye6gAegTMjLKEBoR3d,https://api.spotify.com/v1/audio-analysis/2qxmye6gAegTMjLKEBoR3d,169354,4
8,0.798,0.629,11,-6.857,0,0.0735,0.00474,2.17e-05,0.324,0.4,130.0,audio_features,3F9ByoUqu31xU0I3G5xfVg,spotify:track:3F9ByoUqu31xU0I3G5xfVg,https://api.spotify.com/v1/tracks/3F9ByoUqu31xU0I3G5xfVg,https://api.spotify.com/v1/audio-analysis/3F9ByoUqu31xU0I3G5xfVg,284373,4
9,0.815,0.518,7,-6.594,0,0.0897,0.223,0.0,0.104,0.877,151.891,audio_features,1tNJrcVe6gwLEiZCtprs1u,spotify:track:1tNJrcVe6gwLEiZCtprs1u,https://api.spotify.com/v1/tracks/1tNJrcVe6gwLEiZCtprs1u,https://api.spotify.com/v1/audio-analysis/1tNJrcVe6gwLEiZCtprs1u,177667,4
10,0.897,0.662,1,-6.903,0,0.292,0.0852,0.0,0.534,0.389,112.511,audio_features,78QR3Wp35dqAhFEc2qAGjE,spotify:track:78QR3Wp35dqAhFEc2qAGjE,https://api.spotify.com/v1/tracks/78QR3Wp35dqAhFEc2qAGjE,https://api.spotify.com/v1/audio-analysis/78QR3Wp35dqAhFEc2qAGjE,145543,4
11,0.732,0.659,8,-6.089,1,0.225,0.109,0.0,0.141,0.575,148.001,audio_features,3iL2l5gUqyPS6vDwJFgJTR,spotify:track:3iL2l5gUqyPS6vDwJFgJTR,https://api.spotify.com/v1/tracks/3iL2l5gUqyPS6vDwJFgJTR,https://api.spotify.com/v1/audio-analysis/3iL2l5gUqyPS6vDwJFgJTR,288133,4
12,0.784,0.498,1,-6.977,1,0.0533,0.00248,1.23e-06,0.224,0.418,143.96,audio_features,1WtTLtofvcjQM3sXSMkDdX,spotify:track:1WtTLtofvcjQM3sXSMkDdX,https://api.spotify.com/v1/tracks/1WtTLtofvcjQM3sXSMkDdX,https://api.spotify.com/v1/audio-analysis/1WtTLtofvcjQM3sXSMkDdX,201587,4
13,0.606,0.655,6,-6.328,1,0.402,0.139,0.0,0.103,0.696,159.824,audio_features,67xBtV07CC73eFw7z5oCvU,spotify:track:67xBtV07CC73eFw7z5oCvU,https://api.spotify.com/v1/tracks/67xBtV07CC73eFw7z5oCvU,https://api.spotify.com/v1/audio-analysis/67xBtV07CC73eFw7z5oCvU,236686,4
14,0.762,0.692,5,-3.973,0,0.0438,0.113,0.0,0.094,0.397,114.906,audio_features,02XnQdf7sipaKBBHixz3Zp,spotify:track:02XnQdf7sipaKBBHixz3Zp,https://api.spotify.com/v1/tracks/02XnQdf7sipaKBBHixz3Zp,https://api.spotify.com/v1/audio-analysis/02XnQdf7sipaKBBHixz3Zp,208307,4
15,0.493,0.13,4,-18.725,1,0.0369,0.898,0.0223,0.0941,0.119,109.852,audio_features,1Av69kr9JitqPWo7WJLS5q,spotify:track:1Av69kr9JitqPWo7WJLS5q,https://api.spotify.com/v1/tracks/1Av69kr9JitqPWo7WJLS5q,https://api.spotify.com/v1/audio-analysis/1Av69kr9JitqPWo7WJLS5q,187899,4
16,0.692,0.711,0,-7.498,0,0.0317,0.227,0.0,0.12,0.875,125.135,audio_features,1TfqLAPs4K3s2rJMoCokcS,spotify:track:1TfqLAPs4K3s2rJMoCokcS,https://api.spotify.com/v1/tracks/1TfqLAPs4K3s2rJMoCokcS,https://api.spotify.com/v1/audio-analysis/1TfqLAPs4K3s2rJMoCokcS,216933,4
17,0.418,0.248,3,-9.997,1,0.0451,0.954,4.21e-06,0.108,0.298,130.953,audio_features,5zCunX8URvLoBHlg1Fnjv6,spotify:track:5zCunX8URvLoBHlg1Fnjv6,https://api.spotify.com/v1/tracks/5zCunX8URvLoBHlg1Fnjv6,https://api.spotify.com/v1/audio-analysis/5zCunX8URvLoBHlg1Fnjv6,243007,4
18,0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021,audio_features,3E7dfMvvCLUddWissuqMwr,spotify:track:3E7dfMvvCLUddWissuqMwr,https://api.spotify.com/v1/tracks/3E7dfMvvCLUddWissuqMwr,https://api.spotify.com/v1/audio-analysis/3E7dfMvvCLUddWissuqMwr,202067,4
19,0.743,0.766,0,-6.375,1,0.0265,0.0873,0.0,0.509,0.61,127.96,audio_features,4kLLWz7srcuLKA7Et40PQR,spotify:track:4kLLWz7srcuLKA7Et40PQR,https://api.spotify.com/v1/tracks/4kLLWz7srcuLKA7Et40PQR,https://api.spotify.com/v1/audio-analysis/4kLLWz7srcuLKA7Et40PQR,289133,4
20,0.581,0.717,4,-4.433,1,0.0318,0.0298,0.000186,0.243,0.316,107.884,audio_features,7GAaTpSoTWUTbP2Yxlt4Hd,spotify:track:7GAaTpSoTWUTbP2Yxlt4Hd,https://api.spotify.com/v1/tracks/7GAaTpSoTWUTbP2Yxlt4Hd,https://api.spotify.com/v1/audio-analysis/7GAaTpSoTWUTbP2Yxlt4Hd,236440,4
21,0.687,0.745,6,-4.432,1,0.0379,0.178,1.59e-05,0.111,0.435,129.966,audio_features,1GEBsLDvJGw7kviySRI6GX,spotify:track:1GEBsLDvJGw7kviySRI6GX,https://api.spotify.com/v1/tracks/1GEBsLDvJGw7kviySRI6GX,https://api.spotify.com/v1/audio-analysis/1GEBsLDvJGw7kviySRI6GX,232120,4
22,0.521,0.702,0,-5.189,1,0.0331,0.189,0.0,0.0962,0.25,127.976,audio_features,1MaqkdFNIKPdpQGDzme5ss,spotify:track:1MaqkdFNIKPdpQGDzme5ss,https://api.spotify.com/v1/tracks/1MaqkdFNIKPdpQGDzme5ss,https://api.spotify.com/v1/audio-analysis/1MaqkdFNIKPdpQGDzme5ss,242840,4
23,0.541,0.953,5,-4.229,1,0.107,0.048,0.0,0.192,0.856,111.378,audio_features,7n6TT5TDeS0A1DqEtSdapf,spotify:track:7n6TT5TDeS0A1DqEtSdapf,https://api.spotify.com/v1/tracks/7n6TT5TDeS0A1DqEtSdapf,https://api.spotify.com/v1/audio-analysis/7n6TT5TDeS0A1DqEtSdapf,228640,5
24,0.276,0.715,0,-5.356,1,0.0432,0.00552,0.000417,0.201,0.173,137.028,audio_features,5VGlqQANWDKJFl0MBG3sg2,spotify:track:5VGlqQANWDKJFl0MBG3sg2,https://api.spotify.com/v1/tracks/5VGlqQANWDKJFl0MBG3sg2,https://api.spotify.com/v1/audio-analysis/5VGlqQANWDKJFl0MBG3sg2,230760,4
25,0.709,0.562,6,-8.707,1,0.0675,0.0103,0.0,0.347,0.663,133.023,audio_features,4gaz3uvhKgO078XcdzyPsl,spotify:track:4gaz3uvhKgO078XcdzyPsl,https://api.spotify.com/v1/tracks/4gaz3uvhKgO078XcdzyPsl,https://api.spotify.com/v1/audio-analysis/4gaz3uvhKgO078XcdzyPsl,258587,4
26,0.496,0.82,5,-5.155,1,0.112,0.158,0.246,0.13,0.549,110.977,audio_features,1yK9LISg5uBOOW5bT2Wm0i,spotify:track:1yK9LISg5uBOOW5bT2Wm0i,https://api.spotify.com/v1/tracks/1yK9LISg5uBOOW5bT2Wm0i,https://api.spotify.com/v1/audio-analysis/1yK9LISg5uBOOW5bT2Wm0i,249013,5
27,0.7,0.712,6,-6.424,0,0.0413,0.0641,1.55e-05,0.167,0.722,158.728,audio_features,05BtN8RrrRQdmNnGTX9cHo,spotify:track:05BtN8RrrRQdmNnGTX9cHo,https://api.spotify.com/v1/tracks/05BtN8RrrRQdmNnGTX9cHo,https://api.spotify.com/v1/audio-analysis/05BtN8RrrRQdmNnGTX9cHo,164707,4
28,0.685,0.884,6,-3.072,1,0.188,0.123,0.0,0.105,0.902,79.903,audio_features,0FXfAepEmqVCMnvOpb8Hoj,spotify:track:0FXfAepEmqVCMnvOpb8Hoj,https://api.spotify.com/v1/tracks/0FXfAepEmqVCMnvOpb8Hoj,https://api.spotify.com/v1/audio-analysis/0FXfAepEmqVCMnvOpb8Hoj,244160,4
29,0.55,0.64,7,-4.448,1,0.0266,0.0687,0.0,0.131,0.197,95.487,audio_features,6aQrB8kaWyaCj9RYB7Rh5L,spotify:track:6aQrB8kaWyaCj9RYB7Rh5L,https://api.spotify.com/v1/tracks/6aQrB8kaWyaCj9RYB7Rh5L,https://api.spotify.com/v1/audio-analysis/6aQrB8kaWyaCj9RYB7Rh5L,295333,4
30,0.548,0.839,6,-2.371,1,0.0644,0.135,0.0,0.102,0.314,98.932,audio_features,4QVS8YCpK71R4FsxSMCjhP,spotify:track:4QVS8YCpK71R4FsxSMCjhP,https://api.spotify.com/v1/tracks/4QVS8YCpK71R4FsxSMCjhP,https://api.spotify.com/v1/audio-analysis/4QVS8YCpK71R4FsxSMCjhP,218296,4
31,0.673,0.886,1,-4.44,0,0.0431,0.185,0.0,0.0826,0.795,97.012,audio_features,4HlFJV71xXKIGcU3kRyttv,spotify:track:4HlFJV71xXKIGcU3kRyttv,https://api.spotify.com/v1/tracks/4HlFJV71xXKIGcU3kRyttv,https://api.spotify.com/v1/audio-analysis/4HlFJV71xXKIGcU3kRyttv,216773,4
32,0.589,0.893,0,-2.948,1,0.0397,0.0273,0.0,0.343,0.94,92.011,audio_features,1HfxPaJggVwFsvOtHbVzMz,spotify:track:1HfxPaJggVwFsvOtHbVzMz,https://api.spotify.com/v1/tracks/1HfxPaJggVwFsvOtHbVzMz,https://api.spotify.com/v1/audio-analysis/1HfxPaJggVwFsvOtHbVzMz,212507,4
33,0.724,0.87,1,-3.614,0,0.113,0.00453,0.0,0.833,0.81,93.01,audio_features,1wkGTsSqUhvvXgi0yX9haQ,spotify:track:1wkGTsSqUhvvXgi0yX9haQ,https://api.spotify.com/v1/tracks/1wkGTsSqUhvvXgi0yX9haQ,https://api.spotify.com/v1/audio-analysis/1wkGTsSqUhvvXgi0yX9haQ,207547,4
34,0.59,0.735,2,-4.924,1,0.297,0.0277,0.0,0.0818,0.398,102.076,audio_features,1E8wif6bVXurUgxV8Gfwrw,spotify:track:1E8wif6bVXurUgxV8Gfwrw,https://api.spotify.com/v1/tracks/1E8wif6bVXurUgxV8Gfwrw,https://api.spotify.com/v1/audio-analysis/1E8wif6bVXurUgxV8Gfwrw,256547,4
35,0.637,0.827,0,-4.721,0,0.0773,0.00462,0.0116,0.0276,0.345,190.097,audio_features,1s0Qy8SEPTR1hUAA0ikC7A,spotify:track:1s0Qy8SEPTR1hUAA0ikC7A,https://api.spotify.com/v1/tracks/1s0Qy8SEPTR1hUAA0ikC7A,https://api.spotify.com/v1/audio-analysis/1s0Qy8SEPTR1hUAA0ikC7A,213360,4
36,0.696,0.892,5,-2.574,1,0.0798,0.015,0.0,0.25,0.717,127.977,audio_features,1gBkUc43ulbsRFIjlzZpOo,spotify:track:1gBkUc43ulbsRFIjlzZpOo,https://api.spotify.com/v1/tracks/1gBkUc43ulbsRFIjlzZpOo,https://api.spotify.com/v1/audio-analysis/1gBkUc43ulbsRFIjlzZpOo,235613,4
37,0.825,0.832,5,-5.853,0,0.0403,0.00587,0.000789,0.114,0.713,122.021,audio_features,6DvgsZ0NiEPV9qYM931T1F,spotify:track:6DvgsZ0NiEPV9qYM931T1F,https://api.spotify.com/v1/tracks/6DvgsZ0NiEPV9qYM931T1F,https://api.spotify.com/v1/audio-analysis/6DvgsZ0NiEPV9qYM931T1F,220627,4
38,0.597,0.82,5,-2.529,1,0.0582,0.0328,0.0,0.119,0.576,119.969,audio_features,6OqdF0vHI9xkqswI7EK0cD,spotify:track:6OqdF0vHI9xkqswI7EK0cD,https://api.spotify.com/v1/tracks/6OqdF0vHI9xkqswI7EK0cD,https://api.spotify.com/v1/audio-analysis/6OqdF0vHI9xkqswI7EK0cD,236787,4
39,0.867,0.606,8,-5.698,1,0.319,0.177,0.0,0.0651,0.614,96.174,audio_features,5aCunvfW6KzqljRKEZ0Gdh,spotify:track:5aCunvfW6KzqljRKEZ0Gdh,https://api.spotify.com/v1/tracks/5aCunvfW6KzqljRKEZ0Gdh,https://api.spotify.com/v1/audio-analysis/5aCunvfW6KzqljRKEZ0Gdh,254147,4
40,0.613,0.917,5,-2.549,1,0.054,0.0222,5.86e-06,0.105,0.538,131.007,audio_features,3SC4yUuwlSL8NvsYgo7B0M,spotify:track:3SC4yUuwlSL8NvsYgo7B0M,https://api.spotify.com/v1/tracks/3SC4yUuwlSL8NvsYgo7B0M,https://api.spotify.com/v1/audio-analysis/3SC4yUuwlSL8NvsYgo7B0M,200253,4
41,0.69,0.76,0,-4.778,1,0.0587,0.0678,0.0,0.184,0.468,89.958,audio_features,3q2NeHhnBXrsphLcY4Exxj,spotify:track:3q2NeHhnBXrsphLcY4Exxj,https://api.spotify.com/v1/tracks/3q2NeHhnBXrsphLcY4Exxj,https://api.spotify.com/v1/audio-analysis/3q2NeHhnBXrsphLcY4Exxj,247933,4
42,0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03,audio_features,5FVd6KXrgO9B3JPmC8OPst,spotify:track:5FVd6KXrgO9B3JPmC8OPst,https://api.spotify.com/v1/tracks/5FVd6KXrgO9B3JPmC8OPst,https://api.spotify.com/v1/audio-analysis/5FVd6KXrgO9B3JPmC8OPst,272394,4
43,0.645,0.825,4,-6.473,1,0.0273,0.163,0.0,0.114,0.641,117.037,audio_features,3mJq2ZlI3ZN8hvmRSdzRy9,spotify:track:3mJq2ZlI3ZN8hvmRSdzRy9,https://api.spotify.com/v1/tracks/3mJq2ZlI3ZN8hvmRSdzRy9,https://api.spotify.com/v1/audio-analysis/3mJq2ZlI3ZN8hvmRSdzRy9,215320,4
44,0.625,0.265,6,-18.744,1,0.0313,0.408,5.54e-05,0.0347,0.677,127.067,audio_features,6mI3a3KytB3QjyUst4Pprr,spotify:track:6mI3a3KytB3QjyUst4Pprr,https://api.spotify.com/v1/tracks/6mI3a3KytB3QjyUst4Pprr,https://api.spotify.com/v1/audio-analysis/6mI3a3KytB3QjyUst4Pprr,260360,4
45,0.449,0.956,9,-4.011,0,0.0398,0.000347,0.0,0.325,0.321,97.011,audio_features,0CkSF2TAqIu8TJaVwwAOnT,spotify:track:0CkSF2TAqIu8TJaVwwAOnT,https://api.spotify.com/v1/tracks/0CkSF2TAqIu8TJaVwwAOnT,https://api.spotify.com/v1/audio-analysis/0CkSF2TAqIu8TJaVwwAOnT,226640,4
46,0.628,0.593,8,-5.036,1,0.0323,0.093,1.65e-06,0.096,0.104,125.026,audio_features,7xoUc6faLbCqZO6fQEYprd,spotify:track:7xoUc6faLbCqZO6fQEYprd,https://api.spotify.com/v1/tracks/7xoUc6faLbCqZO6fQEYprd,https://api.spotify.com/v1/audio-analysis/7xoUc6faLbCqZO6fQEYprd,197267,4
47,0.715,0.624,4,-3.046,0,0.114,0.11,0.0,0.123,0.412,158.087,audio_features,37L6Z58IzBvFz3LGblLD5Q,spotify:track:37L6Z58IzBvFz3LGblLD5Q,https://api.spotify.com/v1/tracks/37L6Z58IzBvFz3LGblLD5Q,https://api.spotify.com/v1/audio-analysis/37L6Z58IzBvFz3LGblLD5Q,173325,4
48,0.62,0.789,8,-4.265,1,0.0469,0.215,0.0,0.1,0.444,107.359,audio_features,6qU37BgVfPhpb2rhYzZWrF,spotify:track:6qU37BgVfPhpb2rhYzZWrF,https://api.spotify.com/v1/tracks/6qU37BgVfPhpb2rhYzZWrF,https://api.spotify.com/v1/audio-analysis/6qU37BgVfPhpb2rhYzZWrF,250413,4
49,0.63,0.877,9,-4.106,1,0.0321,0.0446,0.0,0.113,0.758,112.051,audio_features,1R9tieT3ZujuJ77a9U5wR3,spotify:track:1R9tieT3ZujuJ77a9U5wR3,https://api.spotify.com/v1/tracks/1R9tieT3ZujuJ77a9U5wR3,https://api.spotify.com/v1/audio-analysis/1R9tieT3ZujuJ77a9U5wR3,242427,4
50,0.546,0.822,7,-4.483,1,0.151,0.0145,0.0,0.742,0.615,150.06,audio_features,6VrCmhRBFnuGKmtNfk4jDs,spotify:track:6VrCmhRBFnuGKmtNfk4jDs,https://api.spotify.com/v1/tracks/6VrCmhRBFnuGKmtNfk4jDs,https://api.spotify.com/v1/audio-analysis/6VrCmhRBFnuGKmtNfk4jDs,177600,4
51,0.35,0.777,10,-4.33,1,0.0336,0.0499,0.000742,0.413,0.419,185.04,audio_features,08NPIspzvBNj88lHalgA4V,spotify:track:08NPIspzvBNj88lHalgA4V,https://api.spotify.com/v1/tracks/08NPIspzvBNj88lHalgA4V,https://api.spotify.com/v1/audio-analysis/08NPIspzvBNj88lHalgA4V,287760,4
52,0.48,0.486,6,-5.754,0,0.0447,0.046,0.0,0.107,0.265,80.051,audio_features,3rMsX63C0IZVnOT5LGYoTH,spotify:track:3rMsX63C0IZVnOT5LGYoTH,https://api.spotify.com/v1/tracks/3rMsX63C0IZVnOT5LGYoTH,https://api.spotify.com/v1/audio-analysis/3rMsX63C0IZVnOT5LGYoTH,227533,4
53,0.483,0.412,7,-8.461,1,0.0402,0.737,0.0,0.116,0.247,170.163,audio_features,41zXlQxzTi6cGAjpOXyLYH,spotify:track:41zXlQxzTi6cGAjpOXyLYH,https://api.spotify.com/v1/tracks/41zXlQxzTi6cGAjpOXyLYH,https://api.spotify.com/v1/audio-analysis/41zXlQxzTi6cGAjpOXyLYH,203569,3
54,0.479,0.368,6,-7.784,1,0.0341,0.739,4.1e-05,0.118,0.142,92.959,audio_features,5sra5UY6sD658OabHL3QtI,spotify:track:5sra5UY6sD658OabHL3QtI,https://api.spotify.com/v1/tracks/5sra5UY6sD658OabHL3QtI,https://api.spotify.com/v1/audio-analysis/5sra5UY6sD658OabHL3QtI,216480,4
55,0.602,0.905,2,-4.046,1,0.0775,0.000202,0.064,0.117,0.411,128.019,audio_features,4VqPOruhp5EdPBeR92t6lQ,spotify:track:4VqPOruhp5EdPBeR92t6lQ,https://api.spotify.com/v1/tracks/4VqPOruhp5EdPBeR92t6lQ,https://api.spotify.com/v1/audio-analysis/4VqPOruhp5EdPBeR92t6lQ,304840,4
56,0.599,0.61,1,-5.745,1,0.0232,0.104,4.83e-05,0.115,0.359,95.979,audio_features,0V6Na986SNXm1CpreVF56E,spotify:track:0V6Na986SNXm1CpreVF56E,https://api.spotify.com/v1/tracks/0V6Na986SNXm1CpreVF56E,https://api.spotify.com/v1/audio-analysis/0V6Na986SNXm1CpreVF56E,239119,4
57,0.447,0.592,6,-3.015,0,0.0319,0.0575,4.47e-06,0.13,0.283,78.039,audio_features,5l6hpyTGBK0LAAxgPnqTQL,spotify:track:5l6hpyTGBK0LAAxgPnqTQL,https://api.spotify.com/v1/tracks/5l6hpyTGBK0LAAxgPnqTQL,https://api.spotify.com/v1/audio-analysis/5l6hpyTGBK0LAAxgPnqTQL,266773,4
58,0.478,0.569,10,-6.764,0,0.148,0.117,0.0669,0.248,0.259,95.988,audio_features,2DHc2e5bBn4UzY0ENVFrUl,spotify:track:2DHc2e5bBn4UzY0ENVFrUl,https://api.spotify.com/v1/tracks/2DHc2e5bBn4UzY0ENVFrUl,https://api.spotify.com/v1/audio-analysis/2DHc2e5bBn4UzY0ENVFrUl,232467,4
59,0.577,0.779,4,-4.404,1,0.221,0.151,0.0,0.471,0.716,86.985,audio_features,69ghzc538EQSVon2Gm3wrr,spotify:track:69ghzc538EQSVon2Gm3wrr,https://api.spotify.com/v1/tracks/69ghzc538EQSVon2Gm3wrr,https://api.spotify.com/v1/audio-analysis/69ghzc538EQSVon2Gm3wrr,229107,4
60,0.877,0.477,9,-7.379,0,0.0587,0.307,0.0,0.0929,0.552,127.023,audio_features,7IBSffWIu7P2MC7kMwy2FM,spotify:track:7IBSffWIu7P2MC7kMwy2FM,https://api.spotify.com/v1/tracks/7IBSffWIu7P2MC7kMwy2FM,https://api.spotify.com/v1/audio-analysis/7IBSffWIu7P2MC7kMwy2FM,226743,4
61,0.544,0.802,4,-4.152,1,0.0282,0.00155,7.34e-05,0.122,0.59,130.022,audio_features,7aySoZnwt7c6lA54qVVUOk,spotify:track:7aySoZnwt7c6lA54qVVUOk,https://api.spotify.com/v1/tracks/7aySoZnwt7c6lA54qVVUOk,https://api.spotify.com/v1/audio-analysis/7aySoZnwt7c6lA54qVVUOk,227027,4
62,0.548,0.294,10,-17.112,1,0.0333,0.332,3.34e-06,0.0392,0.491,76.698,audio_features,1GeNWyZtCHbcp3ZWp8GTOO,spotify:track:1GeNWyZtCHbcp3ZWp8GTOO,https://api.spotify.com/v1/tracks/1GeNWyZtCHbcp3ZWp8GTOO,https://api.spotify.com/v1/audio-analysis/1GeNWyZtCHbcp3ZWp8GTOO,256173,4
63,0.677,0.776,5,-5.933,1,0.0386,0.42,0.000689,0.0954,0.642,121.834,audio_features,2p07VcUwRZ5sru3mJ0JogS,spotify:track:2p07VcUwRZ5sru3mJ0JogS,https://api.spotify.com/v1/tracks/2p07VcUwRZ5sru3mJ0JogS,https://api.spotify.com/v1/audio-analysis/2p07VcUwRZ5sru3mJ0JogS,192800,4
64,0.682,0.656,6,-4.67,1,0.0435,0.0737,0.0,0.353,0.607,130.089,audio_features,0uUNN1nSoUx1A4fkDCWDQ7,spotify:track:0uUNN1nSoUx1A4fkDCWDQ7,https://api.spotify.com/v1/tracks/0uUNN1nSoUx1A4fkDCWDQ7,https://api.spotify.com/v1/audio-analysis/0uUNN1nSoUx1A4fkDCWDQ7,183027,4
65,0.475,0.718,0,-5.638,1,0.034,0.0373,0.0,0.326,0.453,157.722,audio_features,1J4HTEFSDx9DWyJVH5uv1b,spotify:track:1J4HTEFSDx9DWyJVH5uv1b,https://api.spotify.com/v1/tracks/1J4HTEFSDx9DWyJVH5uv1b,https://api.spotify.com/v1/audio-analysis/1J4HTEFSDx9DWyJVH5uv1b,209480,4
66,0.205,0.0327,6,-18.042,0,0.0414,0.921,0.376,0.0628,0.0341,67.095,audio_features,1RiYvsAR6Y9UxMcvH9eBqL,spotify:track:1RiYvsAR6Y9UxMcvH9eBqL,https://api.spotify.com/v1/tracks/1RiYvsAR6Y9UxMcvH9eBqL,https://api.spotify.com/v1/audio-analysis/1RiYvsAR6Y9UxMcvH9eBqL,97000,3
67,0.376,0.723,7,-2.951,1,0.046,0.178,0.0,0.0815,0.167,84.146,audio_features,0q7oMII7kWTj1ZSX6GT6LU,spotify:track:0q7oMII7kWTj1ZSX6GT6LU,https://api.spotify.com/v1/tracks/0q7oMII7kWTj1ZSX6GT6LU,https://api.spotify.com/v1/audio-analysis/0q7oMII7kWTj1ZSX6GT6LU,242012,4
68,0.383,0.577,4,-12.461,1,0.03,0.0157,0.0,0.0812,0.23,79.96,audio_features,4tRR0oqkIFjs39wC5cAuK6,spotify:track:4tRR0oqkIFjs39wC5cAuK6,https://api.spotify.com/v1/tracks/4tRR0oqkIFjs39wC5cAuK6,https://api.spotify.com/v1/audio-analysis/4tRR0oqkIFjs39wC5cAuK6,224031,4
69,0.662,0.6,0,-6.402,1,0.0703,0.173,0.000137,0.109,0.331,134.979,audio_features,4T652DlATVHe0jdLKaN3Bw,spotify:track:4T652DlATVHe0jdLKaN3Bw,https://api.spotify.com/v1/tracks/4T652DlATVHe0jdLKaN3Bw,https://api.spotify.com/v1/audio-analysis/4T652DlATVHe0jdLKaN3Bw,222947,4
70,0.615,0.733,8,-4.808,1,0.0335,0.152,0.0,0.109,0.796,122.58,audio_features,4fIWvT19w9PR0VVBuPYpWA,spotify:track:4fIWvT19w9PR0VVBuPYpWA,https://api.spotify.com/v1/tracks/4fIWvT19w9PR0VVBuPYpWA,https://api.spotify.com/v1/audio-analysis/4fIWvT19w9PR0VVBuPYpWA,244587,4
71,0.44,0.683,11,-4.732,0,0.0489,0.00706,0.0,0.0593,0.445,185.948,audio_features,2rDwdvBma1O1eLzo29p2cr,spotify:track:2rDwdvBma1O1eLzo29p2cr,https://api.spotify.com/v1/tracks/2rDwdvBma1O1eLzo29p2cr,https://api.spotify.com/v1/audio-analysis/2rDwdvBma1O1eLzo29p2cr,227320,4
72,0.645,0.843,0,-4.072,1,0.0475,0.104,0.0,0.249,0.534,92.357,audio_features,0XjXQDJpajDzCdpazp1562,spotify:track:0XjXQDJpajDzCdpazp1562,https://api.spotify.com/v1/tracks/0XjXQDJpajDzCdpazp1562,https://api.spotify.com/v1/audio-analysis/0XjXQDJpajDzCdpazp1562,187320,3
73,0.538,0.52,9,-7.46,1,0.0299,0.00425,0.0,0.367,0.678,106.031,audio_features,7hm4HTk9encxT0LYC0J6oI,spotify:track:7hm4HTk9encxT0LYC0J6oI,https://api.spotify.com/v1/tracks/7hm4HTk9encxT0LYC0J6oI,https://api.spotify.com/v1/audio-analysis/7hm4HTk9encxT0LYC0J6oI,183440,4
